employer,employer_rating,sector,industry,employer_founded,employer_revenue,job_title,location,min_salary,max_salary,average_base_salary,estimator
GSK,4.1,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1830.0,$10+ billion (USD),Principal Data Scientist,"Philadelphia, PA",122000.0,165000.0,141800.0,Glassdoor
Lenovo,3.9,Information Technology,Computer Hardware Development,1984.0,$10+ billion (USD),Solution Architect - AI,"Morrisville, NC",109000.0,157000.0,130979.0,Glassdoor
BluePath Labs,4.8,Government & Public Administration,National Agencies,2016.0,Unknown / Non-Applicable,Economic Trade Data Analyst – DOC BIS (Hybrid - TS/SCI required),"Washington, DC",81000.0,129000.0,102224.0,Glassdoor
US HQDA Field Operating Agencies and Staff Support Agencies,4.3,,,,,Data Scientist (DATA ENGINEER),"Arlington, VA",139000.0,181000.0,160306.0,Employer
JPMorgan Chase & Co,4.0,Financial Services,Banking & Lending,1799.0,$10+ billion (USD),AWS Cloud Data Software Engineer III,"Wilmington, DE",128000.0,180000.0,154125.0,Employer
Eclerx,3.4,Management & Consulting,Business Consulting,2000.0,$100 to $500 million (USD),Technical Program Manager – Data Science,"Austin, TX",120000.0,140000.0,130000.0,Employer
Roku,3.7,Information Technology,Information Technology Support Services,2002.0,$500 million to $1 billion (USD),"Data Scientist, Devices","San Jose, CA",77000.0,189000.0,133000.0,Employer
Ally Financial,3.8,Financial Services,Banking & Lending,1919.0,$5 to $10 billion (USD),Senior AI Product Analyst,"Charlotte, NC",72000.0,97000.0,84011.0,Glassdoor
FIS Global,3.7,Financial Services,Financial Transaction Processing,1968.0,$5 to $10 billion (USD),Sr. Business Data Analyst,"Cincinnati, OH",79000.0,110000.0,93009.0,Glassdoor
General Dynamics Land Systems US,3.4,Aerospace & Defense,Aerospace & Defense,1982.0,$1 to $5 billion (USD),Machine Learning/Artificial Intelligence Engineer,"Sterling Heights, MI",86000.0,117000.0,100575.0,Glassdoor
"Integrity Management Services, Inc.",4.4,Management & Consulting,Business Consulting,2009.0,Unknown / Non-Applicable,"Senior Statistician (Full-time, Remote)","Alexandria, VA",68000.0,112000.0,87490.0,Glassdoor
Clicklease,3.5,Financial Services,Financial Transaction Processing,2018.0,Unknown / Non-Applicable,Senior Data Scientist of Credit Risk Modeling,"West Valley City, UT",130000.0,170000.0,150000.0,Employer
Microsoft,4.3,Information Technology,Computer Hardware Development,1975.0,$10+ billion (USD),Principal Applied Scientist - Speech,"Redmond, WA",134000.0,257000.0,195200.0,Employer
ManTech,4.3,Aerospace & Defense,Aerospace & Defense,1968.0,$1 to $5 billion (USD),Data Scientist,"Washington, DC",100000.0,136000.0,116804.0,Glassdoor
"ENSCO, Inc.",4.0,Aerospace & Defense,Aerospace & Defense,1969.0,$100 to $500 million (USD),Data Scientist SME,"Fairfax, VA",98000.0,151000.0,121486.0,Glassdoor
Meta,3.9,Information Technology,Internet & Web Services,2004.0,$10+ billion (USD),"Production Systems Engineer, Fleet AI Systems","Menlo Park, CA",191000.0,262000.0,226500.0,Employer
"ENSCO, Inc.",4.0,Aerospace & Defense,Aerospace & Defense,1969.0,$100 to $500 million (USD),Journeyman Data Scientist,"Fairfax, VA",81000.0,117000.0,97160.0,Glassdoor
ServiceNow,4.4,Information Technology,Enterprise Software & Network Solutions,2004.0,$1 to $5 billion (USD),Senior Data Scientist,"San Diego, CA",109000.0,186000.0,147650.0,Employer
PayPal,3.9,Information Technology,Internet & Web Services,1998.0,$10+ billion (USD),Senior Machine Learning Engineer,"New York, NY",85000.0,205000.0,144550.0,Employer
Cognizant Technology Solutions,3.8,Information Technology,Information Technology Support Services,1994.0,$10+ billion (USD),Software Development/AI specialist,"Warren, MI",66000.0,98000.0,80399.0,Glassdoor
Georgia Transmission Corporation,3.9,"Energy, Mining & Utilities",Energy & Utilities,1996.0,$100 to $500 million (USD),"Data Analyst I, II, or Senior, System Reliability","Tucker, GA",73000.0,110000.0,89738.0,Glassdoor
Inovalon,2.8,Information Technology,Software Development,1998.0,$500 million to $1 billion (USD),Principal Machine Learning Engineer,Remote,126000.0,180000.0,153206.0,Employer
Starr Companies,3.3,Insurance,Insurance Carriers,1919.0,$1 to $5 billion (USD),AI Investment Analyst,"Atlanta, GA",65000.0,106000.0,83232.0,Glassdoor
ManTech,4.3,Aerospace & Defense,Aerospace & Defense,1968.0,$1 to $5 billion (USD),Data Scientist III,"Denver, CO",108000.0,180000.0,144250.0,Employer
Zeta Global,3.8,Media & Communication,Advertising & Public Relations,2007.0,$100 to $500 million (USD),Data Cloud Solutions Associate,"New York, NY",80000.0,100000.0,90000.0,Employer
ICF,3.7,Management & Consulting,Business Consulting,1969.0,$1 to $5 billion (USD),Senior Business and Data Analyst (Remote),"Reston, VA",70000.0,119000.0,94314.0,Employer
Duke University,4.2,Education,Colleges & Universities,1838.0,$1 to $5 billion (USD),"Data Engineer (Analyst, IT)","Durham, NC",63000.0,98000.0,78431.0,Glassdoor
Verkada,3.5,Information Technology,Software Development,2016.0,Unknown / Non-Applicable,Senior Growth Data Scientist,"San Mateo, CA",120000.0,200000.0,160000.0,Employer
JPMorgan Chase & Co,4.0,Financial Services,Banking & Lending,1799.0,$10+ billion (USD),Software Engineer II - Data Engineer,"Jersey City, NJ",114000.0,140000.0,127000.0,Employer
Amazon.com Services LLC,3.7,Information Technology,Internet & Web Services,1994.0,$10+ billion (USD),"Applied Scientist II, AFT AI, Amazon Fulfillment Technologies (AFT)","Bellevue, WA",136000.0,136000.0,136000.0,Employer
Silimind,3.8,,,,,Artificial Intelligence Engineer,"Winter Haven, FL",60000.0,60000.0,60000.0,Employer
Skyline tech solutions,4.7,,,,,AI Engineer,"San Francisco, CA",80000.0,90000.0,85000.0,Employer
Amazon.com Services LLC,3.7,Information Technology,Internet & Web Services,1994.0,$10+ billion (USD),"Sr. SDE (Machine Learning), AGI Foundations","Bellevue, WA",135000.0,135000.0,134500.0,Employer
Mount Sinai,3.5,Healthcare,Health Care Services & Hospitals,2013.0,$1 to $5 billion (USD),Data Analytics Manager - Division of General Internal Medicine,"New York, NY",79000.0,118000.0,98605.0,Employer
Amentum,3.5,Aerospace & Defense,Aerospace & Defense,,Unknown / Non-Applicable,Data Scientist (O&M),"Washington, DC",119000.0,157000.0,136500.0,Glassdoor
ManTech,4.3,Aerospace & Defense,Aerospace & Defense,1968.0,$1 to $5 billion (USD),Artificial Intelligence (AI) Systems/Tools Engineer/Administrator III,"Denver, CO",152000.0,254000.0,202800.0,Employer
Workday,4.2,Information Technology,Enterprise Software & Network Solutions,2005.0,$1 to $5 billion (USD),Machine Learning Engineer - Advanced Analytics and Core Data Management,"Pleasanton, CA",137000.0,240000.0,188400.0,Employer
Evermore Orlando Resort,4.0,,,,Unknown / Non-Applicable,Senior Revenue Data Analyst,"Orlando, FL",65000.0,65000.0,65000.0,Employer
ManTech,4.3,Aerospace & Defense,Aerospace & Defense,1968.0,$1 to $5 billion (USD),"Computer Science, Software Engineer","Silverdale, WA",79000.0,133000.0,106200.0,Employer
Upen Group Inc,4.2,,,,,Junior Data Scientist,"Irving, TX",40000.0,64000.0,51863.0,Employer
Amex,4.2,Financial Services,Financial Transaction Processing,1850.0,$10+ billion (USD),Senior Manager-Data Science,"New York, NY",90000.0,165000.0,127500.0,Employer
OneTrust,2.7,Information Technology,Enterprise Software & Network Solutions,2016.0,Unknown / Non-Applicable,Principal Software Engineer - Responsible AI,"Atlanta, GA",128000.0,192000.0,159956.0,Employer
Grainger,4.1,Retail & Wholesale,Wholesale,1927.0,$10+ billion (USD),Senior Data Science Analyst (Hybrid),"Lake Forest, IL",88000.0,120000.0,103212.0,Glassdoor
HCA Healthcare,3.3,Healthcare,Health Care Services & Hospitals,1968.0,$10+ billion (USD),Consulting Software Engineer Data Science,"Nashville, TN",102000.0,137000.0,118686.0,Glassdoor
Integrated Intel Solutions,3.5,,,,Unknown / Non-Applicable,Data Scientist - Expert - Moon 451-04,"Chantilly, VA",103000.0,158000.0,127370.0,Glassdoor
Meta,3.9,Information Technology,Internet & Web Services,2004.0,$10+ billion (USD),"Production Systems Engineer, Fleet AI Systems","Bellevue, WA",124000.0,191000.0,157500.0,Employer
Microsoft,4.3,Information Technology,Computer Hardware Development,1975.0,$10+ billion (USD),"DATA SCIENTIST II- Insights, Data Engineering & Analytics Group (IDEAs)","Redmond, WA",94000.0,183000.0,138450.0,Employer
TikTok,3.4,Information Technology,Internet & Web Services,2016.0,Unknown / Non-Applicable,"Machine Learning Engineer, TikTok Ads Creative & Ecosystem","San Jose, CA",145000.0,250000.0,197500.0,Employer
The Cigna Group,3.6,Healthcare,Health Care Services & Hospitals,1865.0,$10+ billion (USD),Senior AI Engineer - Hybrid,"Bloomfield, CT",86000.0,130000.0,105430.0,Glassdoor
Empirico,4.0,Pharmaceutical & Biotechnology,Biotechnology,,Unknown / Non-Applicable,Senior Data Scientist - Bioinformatics,"San Diego, CA",80000.0,150000.0,115000.0,Employer
Qualcomm,4.0,Information Technology,Computer Hardware Development,1985.0,$10+ billion (USD),"Staff Software Engineer, Machine Learning Group","San Diego, CA",149000.0,223000.0,185500.0,Employer
St. Catherine University,3.5,Education,Colleges & Universities,1905.0,$100 to $500 million (USD),Temporary Next Gen Data Science & AI Summer Camp Coordinator,"Saint Paul, MN",44000.0,59000.0,51037.0,Glassdoor
Northern Trust Corp.,3.8,Financial Services,Banking & Lending,1889.0,$5 to $10 billion (USD),Artificial Intelligence Senior Engineer,"Chicago, IL",111000.0,140000.0,124648.0,Glassdoor
Snowflake,4.0,Information Technology,Enterprise Software & Network Solutions,2012.0,$1 to $5 billion (USD),"Partner Development Manager, phData","San Mateo, CA",240000.0,338000.0,289050.0,Employer
JPMorgan Chase & Co,4.0,Financial Services,Banking & Lending,1799.0,$10+ billion (USD),Business Modeling - Applied AI ML Lead,"Columbus, OH",147000.0,260000.0,203625.0,Employer
Allen Institute,3.6,Management & Consulting,Research & Development,2003.0,$100 to $500 million (USD),Senior Director of Artificial Intelligence Applications,"Seattle, WA",122000.0,174000.0,145818.0,Glassdoor
"Escient Pharmaceuticals, Inc.",3.9,Pharmaceutical & Biotechnology,Pharmaceutical,2018.0,Unknown / Non-Applicable,"Associate Director, Statistical Programming","San Diego, CA",170000.0,185000.0,177500.0,Employer
Ace Technologies,3.1,Information Technology,Information Technology Support Services,1993.0,Unknown / Non-Applicable,AI/ML Engineer,Remote,89280.0,107520.0,98400.0,Employer
ThredUp Inc.,3.2,Retail & Wholesale,"Department, Clothing & Shoe Stores",2009.0,Unknown / Non-Applicable,Senior Machine Learning Engineer,"Scottsdale, AZ",210000.0,240000.0,225000.0,Employer
QinetiQ US,3.6,Aerospace & Defense,Aerospace & Defense,1956.0,$100 to $500 million (USD),Senior/Lead Data Labeler,"Fort Belvoir, VA",47000.0,78000.0,60303.0,Glassdoor
Nobell Foods,4.0,,,,Unknown / Non-Applicable,Computational Biologist/ Machine Learning Scientist,"South San Francisco, CA",130000.0,180000.0,155000.0,Employer
JPMorgan Chase & Co,4.0,Financial Services,Banking & Lending,1799.0,$10+ billion (USD),Sr. Machine Learning Engineer,"Palo Alto, CA",147000.0,260000.0,203625.0,Employer
First Horizon Bank,3.7,Financial Services,Banking & Lending,1864.0,$1 to $5 billion (USD),Credit Model Development Analyst,"Birmingham, AL",52000.0,72000.0,61641.0,Glassdoor
Chicago Public Schools,3.5,Education,Primary & Secondary Schools,1883.0,Unknown / Non-Applicable,"Manager, Enterprise Generative Artificial Intelligence","Chicago, IL",120000.0,140000.0,130000.0,Employer
Legence,2.9,"Energy, Mining & Utilities",Energy & Utilities,,Unknown / Non-Applicable,Senior Data Analyst - RE Tech Advisors,"McLean, VA",103000.0,151000.0,124664.0,Glassdoor
AtriCure,4.5,Manufacturing,Health Care Products Manufacturing,2000.0,$100 to $500 million (USD),"Manager, Statistics and Statistical Programming","Cincinnati, OH",61000.0,99000.0,77925.0,Glassdoor
Prometheus Federal Services,3.2,Management & Consulting,Business Consulting,2014.0,$5 to $25 million (USD),Data Analyst Senior,"Washington, DC",85000.0,119000.0,100500.0,Glassdoor
Amazon.com Services LLC,3.7,Information Technology,Internet & Web Services,1994.0,$10+ billion (USD),Applied Scientist,"Seattle, WA",136000.0,136000.0,136000.0,Employer
Meta,3.9,Information Technology,Internet & Web Services,2004.0,$10+ billion (USD),SiteOps Data Center Production Operations Engineer,"Chandler, AZ",108000.0,154000.0,130999.0,Employer
Diverse Team LLC,3.6,,,,Unknown / Non-Applicable,AI Manager,"Charlotte, NC",144000.0,163200.0,153600.0,Employer
US Defense Intelligence Agency,3.1,Government & Public Administration,National Agencies,,Unknown / Non-Applicable,"INSPECTOR GENERAL CAREER FIELD (INVESTIGATOR) - 2024 DoD Artificial Intelligence, Cybersecurity & In","Washington, DC",118000.0,153000.0,135658.0,Employer
Johns Hopkins Applied Physics Laboratory (APL),4.3,Aerospace & Defense,Aerospace & Defense,1942.0,$1 to $5 billion (USD),Decision Scientist,"Laurel, MD",98000.0,143000.0,118645.0,Glassdoor
Lantheus Medical Imaging Inc,3.6,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,2008.0,$100 to $500 million (USD),"Senior Business Analyst, Master Data Management","Bedford, MA",84000.0,109000.0,95609.0,Glassdoor
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),Predictive Modeling Engineer - People Processes,"Austin, TX",122000.0,170000.0,144128.0,Glassdoor
Carlsmed,2.5,,,,Unknown / Non-Applicable,Sr. Data Scientist - Surgical Intelligence,"Carlsbad, CA",140000.0,170000.0,155000.0,Employer
SAIC,4.1,Information Technology,Information Technology Support Services,1969.0,$5 to $10 billion (USD),AI Policy Engineer,"Bethesda, MD",95000.0,139000.0,115046.0,Glassdoor
SAIC,4.1,Information Technology,Information Technology Support Services,1969.0,$5 to $10 billion (USD),Machine Learning Engineer,"Honolulu, HI",92000.0,145000.0,115503.0,Glassdoor
The Allen Institute for AI,4.9,Information Technology,Computer Hardware Development,2014.0,Unknown / Non-Applicable,"Senior Machine Learning Engineer, Wildlands","Seattle, WA",106000.0,151000.0,126622.0,Glassdoor
Qualcomm,4.0,Information Technology,Computer Hardware Development,1985.0,$10+ billion (USD),"Senior GPU Software Engineer, Machine Learning Group","San Diego, CA",133000.0,200000.0,166500.0,Employer
HumanTouch LLC,3.4,Media & Communication,Advertising & Public Relations,1998.0,$25 to $100 million (USD),Project Manager/ Senior Data Analyst,Patuxent River Naval Air Station,78000.0,111000.0,92864.0,Glassdoor
Snowflake,4.0,Information Technology,Enterprise Software & Network Solutions,2012.0,$1 to $5 billion (USD),"Senior Software Engineer, Query Execution","Bellevue, WA",240000.0,338000.0,289050.0,Employer
US Defense Intelligence Agency,3.1,Government & Public Administration,National Agencies,,Unknown / Non-Applicable,"INSPECTOR GENERAL CAREER FIELD (COMPUTER SCIENTIST)- 2024 DoD Artificial Intelligence, Cybersecurity","Washington, DC",118000.0,153000.0,135658.0,Employer
LFT LLC.,4.2,,,,,Data Scientist,"Jersey City, NJ",125000.0,135000.0,130000.0,Employer
Ledger Investing,,,,,Unknown / Non-Applicable,"Senior Actuarial Data Scientist - Brookhaven, GA","Brookhaven, DeKalb, GA",120000.0,163000.0,140107.0,Glassdoor
Qualcomm,4.0,Information Technology,Computer Hardware Development,1985.0,$10+ billion (USD),Deep Learning Engineer for Camera-LiDAR based Multimodal Perception (Automated Driving),,104000.0,156000.0,130000.0,Employer
CarMax,3.7,Retail & Wholesale,Vehicle Dealers,1993.0,$10+ billion (USD),Senior Software Engineer - Machine Learning,"Richmond, VA",109000.0,146000.0,125747.0,Glassdoor
General Atomics and Affiliated Companies,3.7,Aerospace & Defense,Aerospace & Defense,1955.0,Unknown / Non-Applicable,Staff Autonomy and AI Test Engineer,"Poway, CA",106000.0,190000.0,147718.0,Employer
Kaiser Permanente,3.9,Healthcare,Health Care Services & Hospitals,1945.0,$10+ billion (USD),"Data Scientist IV Data Science - Splunk, Claims","Aurora, CO",142000.0,183000.0,162480.0,Employer
Dezign Concepts LLC,4.2,Information Technology,Information Technology Support Services,2005.0,$1 to $5 million (USD),Data Scientist,"McLean, VA",165000.0,165000.0,165000.0,Employer
Amazon.com Services LLC,3.7,Information Technology,Internet & Web Services,1994.0,$10+ billion (USD),"Senior Manager, Data Science, WW Returns & Recommerce - NCRC","Bellevue, WA",167000.0,167000.0,166700.0,Employer
General Dynamics Information Technology,3.9,Information Technology,Information Technology Support Services,1996.0,$10+ billion (USD),"Data Scientist, TS/SCI with Polygraph","McLean, VA",103000.0,172000.0,133246.0,Glassdoor
NVIDIA,4.6,Information Technology,Computer Hardware Development,1993.0,$5 to $10 billion (USD),Senior Compiler Engineer - Deep Learning,"Santa Clara, CA",144000.0,270000.0,207125.0,Employer
Booz Allen,4.2,Management & Consulting,Business Consulting,1914.0,$5 to $10 billion (USD),Data Scientist,"Norfolk, VA",93000.0,212000.0,152650.0,Employer
JPMorgan Chase & Co,4.0,Financial Services,Banking & Lending,1799.0,$10+ billion (USD),Applied AI/ML Director - HR Data and Analytics - Executive Director,"Plano, TX",95000.0,145000.0,117224.0,Glassdoor
Castellum Inc,3.1,,,,Unknown / Non-Applicable,"Senior Information Operations Data Scientist (AI, ML)","Arlington, VA",89000.0,135000.0,109582.0,Glassdoor
